Ref_Date,GEO,STAT,SUMMARY,Value
2014,New Brunswick,Average expenditure per household,"Other sugar, confections and preparations",8
2015,New Brunswick,Average expenditure per household,"Other sugar, confections and preparations",8
2016,New Brunswick,Average expenditure per household,"Other sugar, confections and preparations",3
2010,New Brunswick,Average expenditure per household,Candies and chocolates,172
2011,New Brunswick,Average expenditure per household,Candies and chocolates,194
2012,New Brunswick,Average expenditure per household,Candies and chocolates,212
2013,New Brunswick,Average expenditure per household,Candies and chocolates,244
2014,New Brunswick,Average expenditure per household,Candies and chocolates,220
2015,New Brunswick,Average expenditure per household,Candies and chocolates,246
2016,New Brunswick,Average expenditure per household,Candies and chocolates,170
2010,New Brunswick,Average expenditure per household,Chocolate bars,35
2011,New Brunswick,Average expenditure per household,Chocolate bars,37
2012,New Brunswick,Average expenditure per household,Chocolate bars,66
2013,New Brunswick,Average expenditure per household,Chocolate bars,91
2014,New Brunswick,Average expenditure per household,Chocolate bars,66
2015,New Brunswick,Average expenditure per household,Chocolate bars,99
2016,New Brunswick,Average expenditure per household,Chocolate bars,73
2010,New Brunswick,Average expenditure per household,Other chocolate confections,59
2011,New Brunswick,Average expenditure per household,Other chocolate confections,78
2012,New Brunswick,Average expenditure per household,Other chocolate confections,47
2013,New Brunswick,Average expenditure per household,Other chocolate confections,47
2014,New Brunswick,Average expenditure per household,Other chocolate confections,62
2015,New Brunswick,Average expenditure per household,Other chocolate confections,31
2016,New Brunswick,Average expenditure per household,Other chocolate confections,26
2010,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",9
2011,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",9
2012,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",19
2013,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",19
2014,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",F
2015,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",14
2016,New Brunswick,Average expenditure per household,"Baking chocolate, cocoa and chocolate substitutes",8
2010,New Brunswick,Average expenditure per household,Sugar candy,49
2011,New Brunswick,Average expenditure per household,Sugar candy,49
2012,New Brunswick,Average expenditure per household,Sugar candy,58
2013,New Brunswick,Average expenditure per household,Sugar candy,68
2014,New Brunswick,Average expenditure per household,Sugar candy,58
2015,New Brunswick,Average expenditure per household,Sugar candy,78
2016,New Brunswick,Average expenditure per household,Sugar candy,49
2010,New Brunswick,Average expenditure per household,Gum,20
2011,New Brunswick,Average expenditure per household,Gum,22
2012,New Brunswick,Average expenditure per household,Gum,22
2013,New Brunswick,Average expenditure per household,Gum,19
2014,New Brunswick,Average expenditure per household,Gum,20
2015,New Brunswick,Average expenditure per household,Gum,25
2016,New Brunswick,Average expenditure per household,Gum,13
2010,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",72
2011,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",72
2012,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",56
2013,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",60
2014,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",61
2015,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",76
2016,New Brunswick,Average expenditure per household,"Margarine, oils and fats (excluding butter)",57
2010,New Brunswick,Average expenditure per household,Margarine,51
2011,New Brunswick,Average expenditure per household,Margarine,46
2012,New Brunswick,Average expenditure per household,Margarine,31
2013,New Brunswick,Average expenditure per household,Margarine,37
2014,New Brunswick,Average expenditure per household,Margarine,35
2015,New Brunswick,Average expenditure per household,Margarine,43
2016,New Brunswick,Average expenditure per household,Margarine,32
2010,New Brunswick,Average expenditure per household,Cooking and salad oils,13
2011,New Brunswick,Average expenditure per household,Cooking and salad oils,18
2012,New Brunswick,Average expenditure per household,Cooking and salad oils,17
2013,New Brunswick,Average expenditure per household,Cooking and salad oils,13
2014,New Brunswick,Average expenditure per household,Cooking and salad oils,24
2015,New Brunswick,Average expenditure per household,Cooking and salad oils,25
2016,New Brunswick,Average expenditure per household,Cooking and salad oils,12
2010,New Brunswick,Average expenditure per household,Other oils and fats,9
2011,New Brunswick,Average expenditure per household,Other oils and fats,8
2012,New Brunswick,Average expenditure per household,Other oils and fats,7
2013,New Brunswick,Average expenditure per household,Other oils and fats,9
2014,New Brunswick,Average expenditure per household,Other oils and fats,F
2015,New Brunswick,Average expenditure per household,Other oils and fats,9
2016,New Brunswick,Average expenditure per household,Other oils and fats,13
2010,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",197
2011,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",213
2012,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",214
2013,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",166
2014,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",195
2015,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",231
2016,New Brunswick,Average expenditure per household,"Condiments, spices and vinegars",191
2010,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",53
2011,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",63
2012,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",73
2013,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",55
2014,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",63
2015,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",71
2016,New Brunswick,Average expenditure per household,"Mayonnaise, salad dressings and dips",56
2010,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",20
2011,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",26
2012,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",20
2013,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",16
2014,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",21
2015,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",32
2016,New Brunswick,Average expenditure per household,"Pasta and pizza sauces (canned, bottled or dried)",25
2010,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",47
2011,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",42
2012,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",43
2013,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",36
2014,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",36
2015,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",36
2016,New Brunswick,Average expenditure per household,"Other sauces and gravies (canned, bottled or dried)",30
2010,New Brunswick,Average expenditure per household,Dried herbs and spices,15
2011,New Brunswick,Average expenditure per household,Dried herbs and spices,10
2012,New Brunswick,Average expenditure per household,Dried herbs and spices,18
2013,New Brunswick,Average expenditure per household,Dried herbs and spices,10
2014,New Brunswick,Average expenditure per household,Dried herbs and spices,14
2015,New Brunswick,Average expenditure per household,Dried herbs and spices,F
2016,New Brunswick,Average expenditure per household,Dried herbs and spices,12
2010,New Brunswick,Average expenditure per household,Food seasonings (including table salt),13
2011,New Brunswick,Average expenditure per household,Food seasonings (including table salt),20
2012,New Brunswick,Average expenditure per household,Food seasonings (including table salt),22
2013,New Brunswick,Average expenditure per household,Food seasonings (including table salt),17
2014,New Brunswick,Average expenditure per household,Food seasonings (including table salt),19
2015,New Brunswick,Average expenditure per household,Food seasonings (including table salt),23
2016,New Brunswick,Average expenditure per household,Food seasonings (including table salt),24
2010,New Brunswick,Average expenditure per household,Ketchup,12
2011,New Brunswick,Average expenditure per household,Ketchup,11
2012,New Brunswick,Average expenditure per household,Ketchup,10
2013,New Brunswick,Average expenditure per household,Ketchup,10
2014,New Brunswick,Average expenditure per household,Ketchup,12
2015,New Brunswick,Average expenditure per household,Ketchup,13
2016,New Brunswick,Average expenditure per household,Ketchup,11
2010,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),16
2011,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),14
2012,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),12
2013,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),6
2014,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),15
2015,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),15
2016,New Brunswick,Average expenditure per household,Pickled vegetables (including olives),13
2010,New Brunswick,Average expenditure per household,Fresh herbs,F
2011,New Brunswick,Average expenditure per household,Fresh herbs,F
2012,New Brunswick,Average expenditure per household,Fresh herbs,F
2013,New Brunswick,Average expenditure per household,Fresh herbs,F
2014,New Brunswick,Average expenditure per household,Fresh herbs,F
2015,New Brunswick,Average expenditure per household,Fresh herbs,1
2016,New Brunswick,Average expenditure per household,Fresh herbs,F
2010,New Brunswick,Average expenditure per household,Other condiments (including vinegar),20
2011,New Brunswick,Average expenditure per household,Other condiments (including vinegar),19
2012,New Brunswick,Average expenditure per household,Other condiments (including vinegar),15
2013,New Brunswick,Average expenditure per household,Other condiments (including vinegar),14
2014,New Brunswick,Average expenditure per household,Other condiments (including vinegar),12
2015,New Brunswick,Average expenditure per household,Other condiments (including vinegar),23
2016,New Brunswick,Average expenditure per household,Other condiments (including vinegar),17
2010,New Brunswick,Average expenditure per household,Infant food,17
2011,New Brunswick,Average expenditure per household,Infant food,F
2012,New Brunswick,Average expenditure per household,Infant food,F
2013,New Brunswick,Average expenditure per household,Infant food,F
2014,New Brunswick,Average expenditure per household,Infant food,F
2015,New Brunswick,Average expenditure per household,Infant food,F
2016,New Brunswick,Average expenditure per household,Infant food,F
2010,New Brunswick,Average expenditure per household,Frozen prepared food,138
2011,New Brunswick,Average expenditure per household,Frozen prepared food,148
2012,New Brunswick,Average expenditure per household,Frozen prepared food,153
2013,New Brunswick,Average expenditure per household,Frozen prepared food,125
2014,New Brunswick,Average expenditure per household,Frozen prepared food,112
2015,New Brunswick,Average expenditure per household,Frozen prepared food,140
2016,New Brunswick,Average expenditure per household,Frozen prepared food,91
2010,New Brunswick,Average expenditure per household,Soup (except infant soup),67
2011,New Brunswick,Average expenditure per household,Soup (except infant soup),65
2012,New Brunswick,Average expenditure per household,Soup (except infant soup),55
2013,New Brunswick,Average expenditure per household,Soup (except infant soup),65
2014,New Brunswick,Average expenditure per household,Soup (except infant soup),49
2015,New Brunswick,Average expenditure per household,Soup (except infant soup),52
2016,New Brunswick,Average expenditure per household,Soup (except infant soup),47
2010,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,45
2011,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,71
2012,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,66
2013,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,59
2014,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,60
2015,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,79
2016,New Brunswick,Average expenditure per household,Ready-to-serve prepared food,80
2010,New Brunswick,Average expenditure per household,Snack food,98
2011,New Brunswick,Average expenditure per household,Snack food,104
2012,New Brunswick,Average expenditure per household,Snack food,113
2013,New Brunswick,Average expenditure per household,Snack food,105
2014,New Brunswick,Average expenditure per household,Snack food,97
2015,New Brunswick,Average expenditure per household,Snack food,99
2016,New Brunswick,Average expenditure per household,Snack food,120
2010,New Brunswick,Average expenditure per household,Potato-based snack foods,88
2011,New Brunswick,Average expenditure per household,Potato-based snack foods,90
2012,New Brunswick,Average expenditure per household,Potato-based snack foods,100
2013,New Brunswick,Average expenditure per household,Potato-based snack foods,86
2014,New Brunswick,Average expenditure per household,Potato-based snack foods,81
2015,New Brunswick,Average expenditure per household,Potato-based snack foods,91
2016,New Brunswick,Average expenditure per household,Potato-based snack foods,105
2010,New Brunswick,Average expenditure per household,Other snack foods,10
2011,New Brunswick,Average expenditure per household,Other snack foods,14
2012,New Brunswick,Average expenditure per household,Other snack foods,13
2013,New Brunswick,Average expenditure per household,Other snack foods,F
2014,New Brunswick,Average expenditure per household,Other snack foods,F
2015,New Brunswick,Average expenditure per household,Other snack foods,9
2016,New Brunswick,Average expenditure per household,Other snack foods,15
2010,New Brunswick,Average expenditure per household,Other food preparations,91
2011,New Brunswick,Average expenditure per household,Other food preparations,89
2012,New Brunswick,Average expenditure per household,Other food preparations,92
2013,New Brunswick,Average expenditure per household,Other food preparations,99
2014,New Brunswick,Average expenditure per household,Other food preparations,91
2015,New Brunswick,Average expenditure per household,Other food preparations,101
2016,New Brunswick,Average expenditure per household,Other food preparations,92
2010,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,24
2011,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,22
2012,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,23
2013,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,24
2014,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,22
2015,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,25
2016,New Brunswick,Average expenditure per household,Peanut butter and other nut butters,28
2010,New Brunswick,Average expenditure per household,Honey,5
2011,New Brunswick,Average expenditure per household,Honey,5
2012,New Brunswick,Average expenditure per household,Honey,6
2013,New Brunswick,Average expenditure per household,Honey,7
2014,New Brunswick,Average expenditure per household,Honey,F
2015,New Brunswick,Average expenditure per household,Honey,F
2016,New Brunswick,Average expenditure per household,Honey,F
2010,New Brunswick,Average expenditure per household,Dessert powders,20
2011,New Brunswick,Average expenditure per household,Dessert powders,23
2012,New Brunswick,Average expenditure per household,Dessert powders,16
2013,New Brunswick,Average expenditure per household,Dessert powders,18
2014,New Brunswick,Average expenditure per household,Dessert powders,17
2015,New Brunswick,Average expenditure per household,Dessert powders,15
2016,New Brunswick,Average expenditure per household,Dessert powders,15
2010,New Brunswick,Average expenditure per household,Tofu,F
2011,New Brunswick,Average expenditure per household,Tofu,F
2012,New Brunswick,Average expenditure per household,Tofu,F
2013,New Brunswick,Average expenditure per household,Tofu,F
2014,New Brunswick,Average expenditure per household,Tofu,F
2015,New Brunswick,Average expenditure per household,Tofu,F
2016,New Brunswick,Average expenditure per household,Tofu,F
2010,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",7
2011,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",9
2012,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",F
2013,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",8
2014,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",F
2015,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",9
2016,New Brunswick,Average expenditure per household,"Other canned, bottled or dried meals",F
2010,New Brunswick,Average expenditure per household,Other materials for food preparation,9
2011,New Brunswick,Average expenditure per household,Other materials for food preparation,12
2012,New Brunswick,Average expenditure per household,Other materials for food preparation,21
2013,New Brunswick,Average expenditure per household,Other materials for food preparation,15
2014,New Brunswick,Average expenditure per household,Other materials for food preparation,15
2015,New Brunswick,Average expenditure per household,Other materials for food preparation,21
2016,New Brunswick,Average expenditure per household,Other materials for food preparation,21
2010,New Brunswick,Average expenditure per household,Food purchased from restaurants,1789
2011,New Brunswick,Average expenditure per household,Food purchased from restaurants,1771
2012,New Brunswick,Average expenditure per household,Food purchased from restaurants,2043
2013,New Brunswick,Average expenditure per household,Food purchased from restaurants,1700
2014,New Brunswick,Average expenditure per household,Food purchased from restaurants,2050
2015,New Brunswick,Average expenditure per household,Food purchased from restaurants,2059
2016,New Brunswick,Average expenditure per household,Food purchased from restaurants,2052
2010,New Brunswick,Average expenditure per household,Restaurant meals,1510
2011,New Brunswick,Average expenditure per household,Restaurant meals,1475
2012,New Brunswick,Average expenditure per household,Restaurant meals,1683
2013,New Brunswick,Average expenditure per household,Restaurant meals,1402
2014,New Brunswick,Average expenditure per household,Restaurant meals,1748
2015,New Brunswick,Average expenditure per household,Restaurant meals,1753
2016,New Brunswick,Average expenditure per household,Restaurant meals,1770
2010,New Brunswick,Average expenditure per household,Restaurant dinners,839
2011,New Brunswick,Average expenditure per household,Restaurant dinners,750
2012,New Brunswick,Average expenditure per household,Restaurant dinners,931
2013,New Brunswick,Average expenditure per household,Restaurant dinners,792
2014,New Brunswick,Average expenditure per household,Restaurant dinners,941
2015,New Brunswick,Average expenditure per household,Restaurant dinners,1002
2016,New Brunswick,Average expenditure per household,Restaurant dinners,925
2010,New Brunswick,Average expenditure per household,Restaurant lunches,512
2011,New Brunswick,Average expenditure per household,Restaurant lunches,547
2012,New Brunswick,Average expenditure per household,Restaurant lunches,601
2013,New Brunswick,Average expenditure per household,Restaurant lunches,501
2014,New Brunswick,Average expenditure per household,Restaurant lunches,617
2015,New Brunswick,Average expenditure per household,Restaurant lunches,575
2016,New Brunswick,Average expenditure per household,Restaurant lunches,645
2010,New Brunswick,Average expenditure per household,Restaurant breakfasts,160
2011,New Brunswick,Average expenditure per household,Restaurant breakfasts,179
2012,New Brunswick,Average expenditure per household,Restaurant breakfasts,151
2013,New Brunswick,Average expenditure per household,Restaurant breakfasts,109
2014,New Brunswick,Average expenditure per household,Restaurant breakfasts,190
2015,New Brunswick,Average expenditure per household,Restaurant breakfasts,176
2016,New Brunswick,Average expenditure per household,Restaurant breakfasts,199
2010,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,279
2011,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,296
2012,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,360
2013,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,299
2014,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,302
2015,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,305
2016,New Brunswick,Average expenditure per household,Restaurant snacks and beverages,282
2010,Quebec,Average expenditure per household,Food expenditures,7409
2011,Quebec,Average expenditure per household,Food expenditures,7455
2012,Quebec,Average expenditure per household,Food expenditures,7715
2013,Quebec,Average expenditure per household,Food expenditures,7892
2014,Quebec,Average expenditure per household,Food expenditures,7771
2015,Quebec,Average expenditure per household,Food expenditures,8154
2016,Quebec,Average expenditure per household,Food expenditures,8474
2010,Quebec,Average expenditure per household,Food purchased from stores,5565
2011,Quebec,Average expenditure per household,Food purchased from stores,5466
2012,Quebec,Average expenditure per household,Food purchased from stores,5770
2013,Quebec,Average expenditure per household,Food purchased from stores,5929
2014,Quebec,Average expenditure per household,Food purchased from stores,5903
2015,Quebec,Average expenditure per household,Food purchased from stores,6292
2016,Quebec,Average expenditure per household,Food purchased from stores,6288
2010,Quebec,Average expenditure per household,Bakery products,628
2011,Quebec,Average expenditure per household,Bakery products,627
2012,Quebec,Average expenditure per household,Bakery products,645
2013,Quebec,Average expenditure per household,Bakery products,652
2014,Quebec,Average expenditure per household,Bakery products,608
2015,Quebec,Average expenditure per household,Bakery products,685
2016,Quebec,Average expenditure per household,Bakery products,639
2010,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,314
2011,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,309
2012,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,313
2013,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,325
2014,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,303
2015,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,304
2016,Quebec,Average expenditure per household,Bread and unsweetened rolls and buns,294
2010,Quebec,Average expenditure per household,Cookies and crackers,116
2011,Quebec,Average expenditure per household,Cookies and crackers,119
2012,Quebec,Average expenditure per household,Cookies and crackers,123
2013,Quebec,Average expenditure per household,Cookies and crackers,126
2014,Quebec,Average expenditure per household,Cookies and crackers,112
2015,Quebec,Average expenditure per household,Cookies and crackers,141
2016,Quebec,Average expenditure per household,Cookies and crackers,132
2010,Quebec,Average expenditure per household,Other bakery products,198
2011,Quebec,Average expenditure per household,Other bakery products,198
2012,Quebec,Average expenditure per household,Other bakery products,210
2013,Quebec,Average expenditure per household,Other bakery products,201
2014,Quebec,Average expenditure per household,Other bakery products,193
2015,Quebec,Average expenditure per household,Other bakery products,239
2016,Quebec,Average expenditure per household,Other bakery products,214
2010,Quebec,Average expenditure per household,Other bakery products (except frozen),183
2011,Quebec,Average expenditure per household,Other bakery products (except frozen),182
2012,Quebec,Average expenditure per household,Other bakery products (except frozen),198
2013,Quebec,Average expenditure per household,Other bakery products (except frozen),189
2014,Quebec,Average expenditure per household,Other bakery products (except frozen),177
2015,Quebec,Average expenditure per household,Other bakery products (except frozen),214
2016,Quebec,Average expenditure per household,Other bakery products (except frozen),200
2010,Quebec,Average expenditure per household,Frozen bakery products,14
2011,Quebec,Average expenditure per household,Frozen bakery products,16
2012,Quebec,Average expenditure per household,Frozen bakery products,12
2013,Quebec,Average expenditure per household,Frozen bakery products,13
2014,Quebec,Average expenditure per household,Frozen bakery products,15
2015,Quebec,Average expenditure per household,Frozen bakery products,25
2016,Quebec,Average expenditure per household,Frozen bakery products,14
2010,Quebec,Average expenditure per household,Cereal grains and cereal products,283
2011,Quebec,Average expenditure per household,Cereal grains and cereal products,279
2012,Quebec,Average expenditure per household,Cereal grains and cereal products,289
2013,Quebec,Average expenditure per household,Cereal grains and cereal products,312
2014,Quebec,Average expenditure per household,Cereal grains and cereal products,295
2015,Quebec,Average expenditure per household,Cereal grains and cereal products,313
2016,Quebec,Average expenditure per household,Cereal grains and cereal products,320
2010,Quebec,Average expenditure per household,Rice and rice mixes,39
2011,Quebec,Average expenditure per household,Rice and rice mixes,32
2012,Quebec,Average expenditure per household,Rice and rice mixes,30
2013,Quebec,Average expenditure per household,Rice and rice mixes,40
2014,Quebec,Average expenditure per household,Rice and rice mixes,29
2015,Quebec,Average expenditure per household,Rice and rice mixes,41
2016,Quebec,Average expenditure per household,Rice and rice mixes,45
2010,Quebec,Average expenditure per household,Pasta products,62
2011,Quebec,Average expenditure per household,Pasta products,48
2012,Quebec,Average expenditure per household,Pasta products,80
2013,Quebec,Average expenditure per household,Pasta products,60
2014,Quebec,Average expenditure per household,Pasta products,60
2015,Quebec,Average expenditure per household,Pasta products,60
2016,Quebec,Average expenditure per household,Pasta products,61
2010,Quebec,Average expenditure per household,Pasta (fresh or dry),45
2011,Quebec,Average expenditure per household,Pasta (fresh or dry),37
2012,Quebec,Average expenditure per household,Pasta (fresh or dry),60
2013,Quebec,Average expenditure per household,Pasta (fresh or dry),43
2014,Quebec,Average expenditure per household,Pasta (fresh or dry),47
2015,Quebec,Average expenditure per household,Pasta (fresh or dry),48
2016,Quebec,Average expenditure per household,Pasta (fresh or dry),50
2010,Quebec,Average expenditure per household,Pasta (canned),7
2011,Quebec,Average expenditure per household,Pasta (canned),3
2012,Quebec,Average expenditure per household,Pasta (canned),F
2013,Quebec,Average expenditure per household,Pasta (canned),7
2014,Quebec,Average expenditure per household,Pasta (canned),F
2015,Quebec,Average expenditure per household,Pasta (canned),5
2016,Quebec,Average expenditure per household,Pasta (canned),F
2010,Quebec,Average expenditure per household,Pasta mixes,10
2011,Quebec,Average expenditure per household,Pasta mixes,7
2012,Quebec,Average expenditure per household,Pasta mixes,12
2013,Quebec,Average expenditure per household,Pasta mixes,10
2014,Quebec,Average expenditure per household,Pasta mixes,10
2015,Quebec,Average expenditure per household,Pasta mixes,7
2016,Quebec,Average expenditure per household,Pasta mixes,9
2010,Quebec,Average expenditure per household,Other cereal grains and cereal products,182
2011,Quebec,Average expenditure per household,Other cereal grains and cereal products,199
2012,Quebec,Average expenditure per household,Other cereal grains and cereal products,179
2013,Quebec,Average expenditure per household,Other cereal grains and cereal products,211
2014,Quebec,Average expenditure per household,Other cereal grains and cereal products,206
2015,Quebec,Average expenditure per household,Other cereal grains and cereal products,212
2016,Quebec,Average expenditure per household,Other cereal grains and cereal products,214
2010,Quebec,Average expenditure per household,Flour and flour-based mixes,17
2011,Quebec,Average expenditure per household,Flour and flour-based mixes,26
2012,Quebec,Average expenditure per household,Flour and flour-based mixes,18
2013,Quebec,Average expenditure per household,Flour and flour-based mixes,22
2014,Quebec,Average expenditure per household,Flour and flour-based mixes,13
2015,Quebec,Average expenditure per household,Flour and flour-based mixes,22
2016,Quebec,Average expenditure per household,Flour and flour-based mixes,21
2010,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),165
2011,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),173
2012,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),161
2013,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),189
2014,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),193
2015,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),190
2016,Quebec,Average expenditure per household,Breakfast cereal and other grain products (except infant),193
2010,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),89
2011,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),89
2012,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),87
2013,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),81
2014,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),83
2015,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),98
2016,Quebec,Average expenditure per household,Breakfast cereal (except infant cereals),87
2010,Quebec,Average expenditure per household,Cereal bars,38
2011,Quebec,Average expenditure per household,Cereal bars,38
2012,Quebec,Average expenditure per household,Cereal bars,29
2013,Quebec,Average expenditure per household,Cereal bars,53
2014,Quebec,Average expenditure per household,Cereal bars,54
2015,Quebec,Average expenditure per household,Cereal bars,36
2016,Quebec,Average expenditure per household,Cereal bars,46
2010,Quebec,Average expenditure per household,Cereal-based snack food,33
2011,Quebec,Average expenditure per household,Cereal-based snack food,40
2012,Quebec,Average expenditure per household,Cereal-based snack food,40
2013,Quebec,Average expenditure per household,Cereal-based snack food,48
2014,Quebec,Average expenditure per household,Cereal-based snack food,42
2015,Quebec,Average expenditure per household,Cereal-based snack food,45
2016,Quebec,Average expenditure per household,Cereal-based snack food,47
2010,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),6
2011,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),6
2012,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),5
2013,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),7
2014,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),13
2015,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),10
2016,Quebec,Average expenditure per household,Other cereal grains (unmilled or milled),13
2010,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",637
2011,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",648
2012,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",681
2013,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",673
2014,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",702
2015,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",736
2016,Quebec,Average expenditure per household,"Fruit, fruit preparations and nuts",779
2010,Quebec,Average expenditure per household,Fresh fruit,379
2011,Quebec,Average expenditure per household,Fresh fruit,393
2012,Quebec,Average expenditure per household,Fresh fruit,389
2013,Quebec,Average expenditure per household,Fresh fruit,418
2014,Quebec,Average expenditure per household,Fresh fruit,443
2015,Quebec,Average expenditure per household,Fresh fruit,471
2016,Quebec,Average expenditure per household,Fresh fruit,511
2010,Quebec,Average expenditure per household,Apples (fresh),49
2011,Quebec,Average expenditure per household,Apples (fresh),56
2012,Quebec,Average expenditure per household,Apples (fresh),47
2013,Quebec,Average expenditure per household,Apples (fresh),62
2014,Quebec,Average expenditure per household,Apples (fresh),60
2015,Quebec,Average expenditure per household,Apples (fresh),65
2016,Quebec,Average expenditure per household,Apples (fresh),65
